մենք	we	мы	frequency top-1000
ինձ	me (dat/acc of ես)	меня, мне	frequency top-1000
նրան	him, her (dat/acc of նա)	его, ему	frequency top-1000
խոսել	to speak	говорить	frequency top-1000
լավ	good	хороший	frequency top-1000
որոնք	which, what	которые, какие	frequency top-1000
դուք	you (pl/formal)	вы	frequency top-1000
վրա	on, upon (սեղանի վրա — on the table)	на, поверх	frequency top-1000
մարդ	human being	человек	frequency top-1000
քեզ	you (dat/acc of դու)	тебя, тебе	frequency top-1000
երկու	2		frequency top-1000
ով	who	кто	frequency top-1000
ուտել	to eat	есть, кушать	frequency top-1000
իմ	my	мой	frequency top-1000
օրինակ	example; for example (also: օրինակի համար)	пример; например	frequency top-1000
նրանց	them; their (gen/dat of նրանք)	их, им	frequency top-1000
սեր	love (noun)	любовь	frequency top-1000
գրական	literary	литературный	frequency top-1000
նոր	new	новый	frequency top-1000
ամեն	every	каждый	frequency top-1000
բառ	word	слово	frequency top-1000
տեսնել	to see	видеть	frequency top-1000
այստեղ	here	здесь, тут	frequency top-1000
բան	thing	вещь	frequency top-1000
ձեր	your (pl/formal)	ваш	frequency top-1000
եթե	if	если	frequency top-1000
օր	day	день	frequency top-1000
առաջ	before, ago; forward	до, тому назад; вперёд	frequency top-1000
այո	yes	да	frequency top-1000
սա	this (one)	это	frequency top-1000
տուն	house, home	дом	frequency top-1000
հայր	father	отец	frequency top-1000
հաճախ	often	часто	frequency top-1000
տարբեր	different, various	разный, различный	frequency top-1000
իրենց	their; them (gen/dat of իրենք)	их, им	frequency top-1000
որտեղ	where	где	frequency top-1000
հայոց	Armenian	армянский	frequency top-1000
վազել	to run	бежать	frequency top-1000
հայ	Armenian	армянин, армянский	frequency top-1000
մասին	about, concerning (քո մասին — about you)	о, про	frequency top-1000
ժամ	hour	час	frequency top-1000
կողմ	side, direction; party	сторона; направление	frequency top-1000
ժամանակ	time, period	время	frequency top-1000
մյուս	other	другой	frequency top-1000
մոտ	near, close to	рядом, около	frequency top-1000
ուզել	to want, wish, desire	хотеть, желать	frequency top-1000
քաղաք	city	город	frequency top-1000
գիտենալ	to know	знать	frequency top-1000
ըստ	according to (ըստ օրենքի — according to the law)	согласно, по	frequency top-1000
այսօր	today	сегодня	frequency top-1000
չէր	wasn't (3sg)	не был(-а)	frequency top-1000
հայաստան	Armenia	Армения	frequency top-1000
մայր	mother	мать	frequency top-1000
առաջին	1st		frequency top-1000
անուն	name	имя	frequency top-1000
կա	(there) is, exists	есть, имеется	frequency top-1000
տեղ	place, location, locality, position	место, местоположение	frequency top-1000
նստել	to sit down	садиться	frequency top-1000
դուրս	out, outside	снаружи, наружу	frequency top-1000
ընկնել	to fall	падать	frequency top-1000
երբեմն	sometimes, occasionally	иногда	frequency top-1000
նման	similar, like, resembling	похожий, подобный	frequency top-1000
քո	your (sg)	твой	frequency top-1000
միջոց	means, method	средство, способ	frequency top-1000
տարի	year	год	frequency top-1000
ում	whom; whose; to whom (gen/dat/acc of ով)	кому, чей, кого	frequency top-1000
սխալ	wrong, incorrect	неправильный, ошибочный	frequency top-1000
բերել	to bring, to fetch	приносить	frequency top-1000
ձեռք	hand	рука	frequency top-1000
հետո	after, then	после, потом	frequency top-1000
ալ	also, too (W. Arm., dialectal, = էլ)	тоже, и	frequency top-1000
իմաստ	sense, meaning	смысл, значение	frequency top-1000
ուր	where	где, куда	frequency top-1000
թագավոր	king	король	frequency top-1000
նախադասություն	sentence	предложение	frequency top-1000
դառնալ	to become, to turn	становиться, превращаться	frequency top-1000
առնել	to take, to buy	брать, покупать	frequency top-1000
սակայն	however, but, yet	однако, но	frequency top-1000
գիրք	book	книга	frequency top-1000
բառապաշար	vocabulary	словарный запас, лексика	frequency top-1000
կան	there are	есть, имеются	frequency top-1000
գնալ	to go	идти, ходить	frequency top-1000
ինչու	why	почему	frequency top-1000
ապա	then, after that	потом, затем	frequency top-1000
դրանք	those; they (inanimate)	те; они	frequency top-1000
ժամանակակից	contemporary	современный	frequency top-1000
լեզվական	linguistic	языковой, лингвистический	frequency top-1000
փոքր	small	маленький	frequency top-1000
իրար	each other	друг друга	frequency top-1000
երևույթ	phenomenon; appearance (բնական երևույթ)	явление	frequency top-1000
հասարակական	social; public; common	общественный; публичный; общий	frequency top-1000
արդեն	already	уже	frequency top-1000
ուրիշ	other, different	другой	frequency top-1000
հազար	1000		frequency top-1000
մինչև	until, till; up to	до, вплоть до	frequency top-1000
կրթություն	education	образование	frequency top-1000
գլուխ	head	голова	frequency top-1000
ձեզ	you, pl/formal (dat/acc of դուք)	вас, вам	frequency top-1000
տվյալ	given, this; data (pl. տվյալներ)	данный; данные	frequency top-1000
առօրյա	everyday, daily routine	повседневный, будни	frequency top-1000
դպրոց	school	школа	frequency top-1000
նույն	same	тот же, одинаковый	frequency top-1000
վեր	up, upward; upper part	вверх; верх	frequency top-1000
որևէ	any	какой-либо, любой	frequency top-1000
հայկական	Armenian (adjective)	армянский	frequency top-1000
միշտ	always	всегда	frequency top-1000
միայն	only	только	frequency top-1000
որոշ	some, certain	некоторый	frequency top-1000
արտահայտել	to express	выражать	frequency top-1000
բնորոշ	characteristic, typical	характерный, типичный	frequency top-1000
քույր	sister	сестра	frequency top-1000
որոնց	of which	которых	frequency top-1000
որպես	as, like	как, в качестве	frequency top-1000
բժիշկ	doctor, physician	врач, доктор	frequency top-1000
մեզ	us (dat/acc of մենք)	нас, нам	frequency top-1000
լսել	to hear, to listen; to obey	слышать, слушать; слушаться	frequency top-1000
ճիշտ	right, correct	правильный, верный	frequency top-1000
նամակ	letter	письмо	frequency top-1000
հիմա	now	сейчас	frequency top-1000
օտար	foreign	чужой, иностранный	frequency top-1000
արև	sun	солнце	frequency top-1000
աշխարհ	world, universe	мир, вселенная	frequency top-1000
երեք	3		frequency top-1000
տանել	to take	нести, везти, относить	frequency top-1000
երեխա	child	ребёнок	frequency top-1000
դնել	to put, to place	класть, ставить	frequency top-1000
այնտեղ	there	там	frequency top-1000
որքան	how much, as much as	сколько, насколько	frequency top-1000
անվանի	famous, renowned	знаменитый, именитый	frequency top-1000
խաղալ	to play	играть	frequency top-1000
անգամ	time, instance; even	раз; даже	frequency top-1000
խնդրեմ	please; you're welcome	пожалуйста	frequency top-1000
կարելի	possible	можно, возможно	frequency top-1000
կյանք	life	жизнь	frequency top-1000
սովորել	to learn	учиться, учить	frequency top-1000
աչք	eye	глаз	frequency top-1000
դա	that (one)	то	frequency top-1000
էջ	page	страница	frequency top-1000
փոխարեն	instead of (իմ փոխարեն — instead of me)	вместо	frequency top-1000
գեղեցիկ	beautiful	красивый	frequency top-1000
ապրել	to live	жить	frequency top-1000
ընկեր	friend	друг	frequency top-1000
ան	he, she (W. Arm. / colloq.; Eastern: նա)	он, она	frequency top-1000
մաս	part, piece; bit, morsel	часть, кусок; кусочек	frequency top-1000
կարևոր	important	важный	frequency top-1000
կին	woman	женщина	frequency top-1000
գործ	work, business, matter	дело, работа	frequency top-1000
առանց	without (առանց քեզ — without you)	без	frequency top-1000
կիրառություն	use, application	применение	frequency top-1000
դեռ	still, yet	ещё, пока	frequency top-1000
դեմք	face	лицо	frequency top-1000
քիչ	little, few	мало	frequency top-1000
պես	like, as (քո պես — like you)	как, подобно	frequency top-1000
ռուսերեն	Russian	русский (язык)	frequency top-1000
լալ	to cry, to weep	плакать, рыдать	frequency top-1000
տիկին	Mrs., madam	госпожа, мадам	frequency top-1000
աղջիկ	girl	девочка, девушка	frequency top-1000
երկար	long	длинный, долгий	frequency top-1000
արտահայտություն	expression	выражение	frequency top-1000
բանավոր	oral, verbal	устный	frequency top-1000
այսպես	thus, like this	так, вот так	frequency top-1000
հարյուր	100		frequency top-1000
համալսարան	university	университет	frequency top-1000
նշել	to mark, to note	отмечать, помечать	frequency top-1000
աշակերտ	pupil (male)	ученик	frequency top-1000
երիտասարդ	young (man)	молодой (человек)	frequency top-1000
վատ	bad	плохой	frequency top-1000
դեմ	against (պատերազմի դեմ — against war); opposite	против	frequency top-1000
գործածություն	use, usage	употребление	frequency top-1000
ոճական	stylistic	стилистический	frequency top-1000
հիմնականում	mainly, basically	в основном, главным образом	frequency top-1000
հին	old	старый	frequency top-1000
մնալ	to remain, stay	оставаться	frequency top-1000
ամբողջ	entire	весь, целый	frequency top-1000
դուռ	door	дверь	frequency top-1000
կոչվել	to be called, be named	называться	frequency top-1000
յուրաքանչյուր	each, every	каждый	frequency top-1000
հատկապես	especially	особенно	frequency top-1000
հարցնել	to ask	спрашивать	frequency top-1000
այսինքն	i.e., namely	то есть, а именно	frequency top-1000
տարեկան	annual; -years-old	годовой; -летний	frequency top-1000
չկա	(there) isn't, doesn't exist	нет, не имеется	frequency top-1000
տակ	under (սեղանի տակ — under the table); bottom	под; низ	frequency top-1000
ընդհանուր	general, universal, common	общий, всеобщий	frequency top-1000
թվական	date, year	дата, год	frequency top-1000
հագուստ	clothing	одежда	frequency top-1000
այնքան	so	так, настолько	frequency top-1000
չորս	4		frequency top-1000
ուսանող	university student	студент	frequency top-1000
խմել	to drink	пить	frequency top-1000
լույս	light	свет	frequency top-1000
հատուկ	special	особый, специальный	frequency top-1000
հավանել	to like, to approve; to agree	нравиться, одобрять	frequency top-1000
բազմաթիվ	numerous, many	многочисленный, многие	frequency top-1000
պետական	state; national; public	государственный; национальный; общественный	frequency top-1000
հիմնական	basic, fundamental	основной, фундаментальный	frequency top-1000
ձև	form; shape; pattern	форма; вид; образец	frequency top-1000
կես	half	половина	frequency top-1000
չափ	measure, size	мера, размер	frequency top-1000
հինգ	5		frequency top-1000
եղբայր	brother	брат	frequency top-1000
արա	hey, dude (voc.); do! (imp. of անել; մի՛ արա = don't)	эй, чувак; делай!	frequency top-1000
նշանակել	to mean	значить, обозначать	frequency top-1000
վերջին	last, final	последний	frequency top-1000
եղանակ	weather	погода	frequency top-1000
այսպիսի	such; such a; of this kind; like this	такой, подобный	frequency top-1000
գիշեր	night	ночь	frequency top-1000
աշխատանք	work, labor	работа, труд	frequency top-1000
այդպես	thus, like that	так, вот так	frequency top-1000
նպատակ	aim	цель	frequency top-1000
բարբառ	dialect	диалект	frequency top-1000
մասնագիտական	professional	профессиональный	frequency top-1000
անգլերեն	English	английский	frequency top-1000
հասկանալ	understand	понимать	frequency top-1000
դժվար	hard, difficult, challenging	трудный, тяжёлый	frequency top-1000
հոգնել	to get tired	уставать	frequency top-1000
հիվանդ	sick, ill, diseased	больной	frequency top-1000
դեր	role	роль	frequency top-1000
անդամ	member; limb	член; конечность	frequency top-1000
նկատմամբ	towards, regarding, concerning	по отношению к, относительно	frequency top-1000
երկիր	country	страна	frequency top-1000
հայտնի	well-known	известный	frequency top-1000
աշխատել	to work	работать	frequency top-1000
սիրտ	heart	сердце	frequency top-1000
թողնել	to leave, allow (colloq: թողել)	оставить, разрешать	frequency top-1000
շուն	dog	собака	frequency top-1000
այնպես	so, that way	так, таким образом	frequency top-1000
հա	yeah, yes	да, ага	frequency top-1000
այժմ	now, at present, at this moment in time	сейчас, в настоящее время	frequency top-1000
կիրառվել	to be applied, used	применяться	frequency top-1000
առանձին	separate, single	отдельный, особый	frequency top-1000
դեպի	towards (դեպի տուն — towards home)	к, по направлению к	frequency top-1000
բարի	kind	добрый	frequency top-1000
նորից	again	снова, опять	frequency top-1000
գտնել	to find	находить	frequency top-1000
լայն	wide	широкий	frequency top-1000
ներս	in, inside (ներս մտնել — to enter)	внутрь, внутри	frequency top-1000
շաբաթ	week; Saturday	неделя; суббота	frequency top-1000
հաց	bread	хлеб	frequency top-1000
դուր գալ	to please, to be liked (ինձ դուր է գալիս — I like it)	нравиться	frequency top-1000
անց	past (ութն անց կես — half past eight; անց կենալ — to pass)	после (о времени)	frequency top-1000
բաց	open, not closed	открытый	frequency top-1000
հարց	question	вопрос	frequency top-1000
ժողովուրդ	nation, people, folk	народ	frequency top-1000
ընթացքում	during, in the course of (դասի ընթացքում — during the class)	в течение	frequency top-1000
պատմություն	story		frequency top-1000
տասը	10		frequency top-1000
ցույց	demonstration, manifestation, rally		frequency top-1000
հեռու	far, distant, remote		frequency top-1000
քան	than (comparative)	чем	frequency top-1000
առարկա	object; thing		frequency top-1000
վերաբերմունք	attitude	отношение	frequency top-1000
որոշակի	certain, clear		frequency top-1000
ինչպիսի	what a ...!		frequency top-1000
անտառ	forest		frequency top-1000
սեղան	table		frequency top-1000
ջուր	water		frequency top-1000
ուրախ	happy, glad, cheerful		frequency top-1000
չէիր	weren't (2sg)	ты не был(-а)	frequency top-1000
ևս	also, too, as well	тоже, также	frequency top-1000
միջև	among, between		frequency top-1000
պատճառով	by reason of, because of		frequency top-1000
հանդես	festival, celebrations, festivities		frequency top-1000
դարձնել	to make, turn (sth) into	превратить, делать	frequency top-1000
այնպիսի	such, suchlike		frequency top-1000
պայմանավորված	conditioned by, due to	обусловленный	frequency top-1000
մի քիչ	a little, a bit	немного, чуть-чуть	frequency top-1000
կտոր	piece		frequency top-1000
ծառ	tree		frequency top-1000
անցնել	to pass, cross, go by	проходить, переходить	frequency top-1000
մտնել	to enter		frequency top-1000
արի	come! (imp. of գալ)	иди!	frequency top-1000
մատիտ	pencil		frequency top-1000
տղա	boy		frequency top-1000
չէիք	weren't (2pl/formal)	вы не были	frequency top-1000
պարզ	not clouded, clear, serene		frequency top-1000
կապ	tie, bond		frequency top-1000
խելք	brains; mind; wit, intellect; intelligence		frequency top-1000
միավոր	unit	единица	frequency top-1000
կազմել	to compose, form, put together		frequency top-1000
գրավոր	written		frequency top-1000
ավելորդ	superfluous		frequency top-1000
վախենալ	to fear		frequency top-1000
կենդանի	animal		frequency top-1000
կարծել	to believe, think, judge, consider, suppose		frequency top-1000
թատրոն	theater		frequency top-1000
թվել	to seem	казаться	frequency top-1000
անձրև	rain		frequency top-1000
երկրորդ	2nd		frequency top-1000
գտնվել	to be located, be found	находиться	frequency top-1000
որովհետև	because, since		frequency top-1000
տարբերություն	difference		frequency top-1000
կերպ	method, way, mode, manner		frequency top-1000
ուստի	therefore, hence	поэтому	frequency top-1000
բարբառային	dialectal		frequency top-1000
ամառ	summer		frequency top-1000
տվեց	gave (3sg aor of տալ)	дал(-а)	frequency top-1000
բարձր	high		frequency top-1000
ստանալ	to receive		frequency top-1000
ձյուն	snow		frequency top-1000
փողոց	street		frequency top-1000
գյուղ	village		frequency top-1000
բարև	hello	привет	frequency top-1000
ահա	here, behold	вот, гляди	frequency top-1000
կար	there was (past of կա); sewing (կար ու ձև — tailoring)	было; шитьё	frequency top-1000
գիտություն	science		frequency top-1000
խնդիր	request		frequency top-1000
սովորաբար	usually	обычно	frequency top-1000
միտք	brains, mind, intellect; reflection, thinking		frequency top-1000
նկատել	to note		frequency top-1000
հարուստ	rich		frequency top-1000
նույնիսկ	even		frequency top-1000
ազգային	national		frequency top-1000
գործել	to function, work, operate; to act		frequency top-1000
հակառակ	despite		frequency top-1000
րոպե	minute		frequency top-1000
երեկ	yesterday		frequency top-1000
ոչինչ	nothing		frequency top-1000
նախ	first, in the first place, firstly		frequency top-1000
գետ	river	река	frequency top-1000
կանաչ	green		frequency top-1000
փոխ	loan, borrowing		frequency top-1000
հաճախակի	frequent		frequency top-1000
տարածված	common, widespread		frequency top-1000
հասարակություն	society		frequency top-1000
ուսումնական	academic, school	учебный, школьный	frequency top-1000
գարուն	spring		frequency top-1000
դիմել	to apply		frequency top-1000
ազատ	free		frequency top-1000
սպասել	to wait; to expect, await		frequency top-1000
չէինք	weren't (1pl)	мы не были	frequency top-1000
պահ	moment, instant	момент, миг	frequency top-1000
տեղի	place		frequency top-1000
այլև	also, moreover	также, к тому же	frequency top-1000
շրջան	circle		frequency top-1000
բնույթ	nature, character		frequency top-1000
գործածել	to utilize, employ, make use of, use		frequency top-1000
քերականական	grammatical		frequency top-1000
հատկանիշ	characteristic, distinctive, peculiar, idiosyncratic		frequency top-1000
գույն	color		frequency top-1000
կարմիր	red		frequency top-1000
ոտք	foot, leg		frequency top-1000
ուժ	strength		frequency top-1000
պահել	to keep		frequency top-1000
պատճառ	reason, cause		frequency top-1000
ասա	say! (imp. of ասել)	скажи!	frequency top-1000
սուրբ	holy, sacred		frequency top-1000
ձուկ	fish		frequency top-1000
երգել	to sing		frequency top-1000
երես	face		frequency top-1000
թեև	although, though		frequency top-1000
անցյալ	past, last		frequency top-1000
ոճ	style, manner		frequency top-1000
հուզված	agitated, moved, emotional	взволнованный	frequency top-1000
առավել	more, much, far		frequency top-1000
անընդհատ	continuous, uninterrupted, unbroken, continual, unceasing		frequency top-1000
անհրաժեշտ	necessary, required		frequency top-1000
թիվ	number		frequency top-1000
գիտական	scientific		frequency top-1000
փորձել	to try		frequency top-1000
ձմեռ	winter		frequency top-1000
տաք	warm		frequency top-1000
կատարել	to perform		frequency top-1000
արագ	fast, quick		frequency top-1000
դաս	class; category; order		frequency top-1000
ճաշ	dinner		frequency top-1000
վիճակ	state, condition		frequency top-1000
երգ	song		frequency top-1000
կարգ	system, order, rank, class; category		frequency top-1000
հենց	exactly, just	именно, как раз	frequency top-1000
ուսումնասիրություն	research, study, survey		frequency top-1000
իրողություն	reality		frequency top-1000
հետևյալ	following		frequency top-1000
ժողովրդախոսակցական	vernacular, colloquial	народно-разговорный	frequency top-1000
կրթական	educational		frequency top-1000
խումբ	group		frequency top-1000
պատասխանել	to answer		frequency top-1000
բռնել	to hold		frequency top-1000
սիրել	to love, to like		frequency top-1000
դրա	of that	того	frequency top-1000
ուսուցիչ	teacher		frequency top-1000
կախվել	to hang		frequency top-1000
փոքրիկ	small		frequency top-1000
նկար	picture, drawing, painting; image		frequency top-1000
կողք	side, flank		frequency top-1000
գրադարան	library		frequency top-1000
գնա	go! (imp. of գնալ)	иди!	frequency top-1000
մտածել	to think		frequency top-1000
առ	plunder, pillage		frequency top-1000
այլևս	no longer, not anymore		frequency top-1000
մամուլ	pressing machine, press		frequency top-1000
ոչ միայն	not only	не только	frequency top-1000
տաճար	temple, cathedral, sanctuary		frequency top-1000
մի շարք	a series, a number of	ряд, несколько	frequency top-1000
կառույց	structure		frequency top-1000
տարբերակ	variant, version, variety		frequency top-1000
վեզիր	vizier		frequency top-1000
հնչյուն	sound		frequency top-1000
ձայնավոր	vowel		frequency top-1000
ստեղծել	to create		frequency top-1000
հիանալի	wonderful		frequency top-1000
բերան	mouth		frequency top-1000
հանել	take off		frequency top-1000
միասին	together		frequency top-1000
կամաց	slow		frequency top-1000
ծաղիկ	flower		frequency top-1000
ոսկի	gold	золото	frequency top-1000
շուտ	soon, quickly, early	скоро, быстро, рано	frequency top-1000
վաղը	tomorrow		frequency top-1000
դրամ	money		frequency top-1000
երեկո	evening		frequency top-1000
յոթ	7		frequency top-1000
բա	well, what about	ну, а как же	frequency top-1000
ծով	sea		frequency top-1000
լի	full , packed		frequency top-1000
սուրճ	coffee		frequency top-1000
մայրենի	maternal		frequency top-1000
քար	stone, rock	камень	frequency top-1000
աստված	god		frequency top-1000
բարձրագույն	highest, supreme		frequency top-1000
հող	earth		frequency top-1000
բավական	enough, sufficient		frequency top-1000
որդի	son		frequency top-1000
հեռանալ	to go away		frequency top-1000
կրկին	again		frequency top-1000
սկսել	to start		frequency top-1000
թող	let (him/it/them); may	пусть	frequency top-1000
ցանկանալ	to wish		frequency top-1000
գրականություն	literature		frequency top-1000
խնդրել	to request, to ask		frequency top-1000
բարով	with pleasure, with love, willingly		frequency top-1000
ուրեմն	so, then	значит, итак	frequency top-1000
ցավել	to ache, to hurt		frequency top-1000
ծանր	heavy		frequency top-1000
քամի	wind		frequency top-1000
ֆրանսիա	France		frequency top-1000
ելնել	to go out, to rise	выходить, подниматься	frequency top-1000
մանուկ	baby, infant; child		frequency top-1000
ձայն	sound		frequency top-1000
պակաս	incomplete; missing; insufficient		frequency top-1000
հանդիպում	meeting, encounter		frequency top-1000
հետևանք	consequence		frequency top-1000
հասնել	to reach		frequency top-1000
կենտրոն	center		frequency top-1000
գոյական	noun (grammatical term)	существительное	frequency top-1000
միջին	middle		frequency top-1000
իշխան	prince, ruler, ishkhan		frequency top-1000
բաղաձայն	consonant		frequency top-1000
առանձնահատկություն	peculiarity, distinctive feature	особенность	frequency top-1000
հանրակրթական	general-education, public-school	общеобразовательный	frequency top-1000
հնարավորություն	chance		frequency top-1000
ծեր	old		frequency top-1000
թույլ	weak		frequency top-1000
ազգանուն	surname	фамилия	frequency top-1000
դասարան	classroom, schoolroom		frequency top-1000
իհարկե	of course	конечно, разумеется	frequency top-1000
պարոն	mister, sir (պարոն Սարյան — Mr. Saryan)	господин	frequency top-1000
անշուշտ	certainly, undoubtedly	конечно, безусловно	frequency top-1000
վեց	6		frequency top-1000
կարծիք	opinion		frequency top-1000
տարիք	age		frequency top-1000
հյուր	guest, visitor		frequency top-1000
երրորդ	3rd		frequency top-1000
ծնվել	to be born	родиться	frequency top-1000
նույնպես	also, too, as well		frequency top-1000
սև	black		frequency top-1000
հիշել	to remember; to recall		frequency top-1000
ընտանիք	family		frequency top-1000
շնորհիվ	thanks to, owing to, due to		frequency top-1000
վեպ	novel; romance		frequency top-1000
բայ	verb		frequency top-1000
հնարավոր	possible		frequency top-1000
հաստատություն	institution, establishment	учреждение	frequency top-1000
արժեք	value, worth, cost, price		frequency top-1000
փոխառություն	loan		frequency top-1000
մակարդակ	level		frequency top-1000
նյութ	matter, substance; material, stuff		frequency top-1000
ժարգոն	jargon		frequency top-1000
ֆրանսերեն	French	французский	frequency top-1000
օդ	air		frequency top-1000
հայացք	look, glance, gaze		frequency top-1000
ամեն ինչ	everything	всё	frequency top-1000
ութ	8		frequency top-1000
պատրաստ	prepared, ready		frequency top-1000
ցավ	pain, ache		frequency top-1000
օգնել	to help, to assist, to aid		frequency top-1000
ռուսաստան	Russia	Россия	frequency top-1000
ճանապարհ	road, path, way, route		frequency top-1000
զարկել	to hit, to strike	ударить, бить	frequency top-1000
ռուս	Russian		frequency top-1000
գառ	lamb		frequency top-1000
սենյակ	room		frequency top-1000
ճանաչում	recognition		frequency top-1000
վաղուց	a long time ago, long ago		frequency top-1000
երբեք	never		frequency top-1000
դար	century, 100 years		frequency top-1000
վազ	run, running		frequency top-1000
նպաստել	to contribute, to foster	способствовать, содействовать	frequency top-1000
կրակ	fire		frequency top-1000
ջան	exclamation of joy, pleasure		frequency top-1000
սովորական	usual, common, ordinary, customary, habitual, familiar		frequency top-1000
նշանակություն	meaning, significance	значение	frequency top-1000
այբուբեն	alphabet		frequency top-1000
պատասխան	answer		frequency top-1000
այցելել	to visit		frequency top-1000
շուկա	market		frequency top-1000
տեսակ	variety, sort		frequency top-1000
գիտնական	scientist		frequency top-1000
վերջապես	finally		frequency top-1000
ուժեղ	strong		frequency top-1000
կանչել	to call		frequency top-1000
հարևան	neighbor		frequency top-1000
քսան	20		frequency top-1000
շնորհակալ	thankful	благодарный	frequency top-1000
գինի	wine		frequency top-1000
ծանոթ	familiar, known		frequency top-1000
դիմաց	opposite, facing, against		frequency top-1000
առատ	abundant, abounding, plentiful, copious		frequency top-1000
լեռ	mountain, mount		frequency top-1000
որոշել	to decide		frequency top-1000
լվանալ	to wash		frequency top-1000
ական	sap, tunnel		frequency top-1000
բառարան	dictionary		frequency top-1000
տուր	give! (imp. of տալ)	дай!	frequency top-1000
տեր	lord, owner; Mr.	господин, владелец	frequency top-1000
քաշել	to pull, to drag		frequency top-1000
առավոտ	morning		frequency top-1000
անկյուն	angle		frequency top-1000
իբրև	as, like, in quality of		frequency top-1000
ամիս	month		frequency top-1000
զգալ	to feel, to sense		frequency top-1000
ետ	back, backward		frequency top-1000
ման	spinning		frequency top-1000
միմյանց	each other, one another		frequency top-1000
ինքը	he/she (emphatic)	он/она (сам)	frequency top-1000
ծագում	origin		frequency top-1000
ներկայացնել	to present, introduce	представить, представлять	frequency top-1000
միջազգային	international		frequency top-1000
հանգամանք	circumstance		frequency top-1000
համապատասխան	appropriate, proper		frequency top-1000
միաժամանակ	at the same time		frequency top-1000
անհատ	individual	личность, индивид	frequency top-1000
դարձված	idiom		frequency top-1000
կիրառում	application, use		frequency top-1000
գերմաներեն	German	немецкий	frequency top-1000
հայրենիք	fatherland		frequency top-1000
խորհուրդ	advice		frequency top-1000
թռչուն	bird		frequency top-1000
փիղ	elephant		frequency top-1000
գրեթե	almost		frequency top-1000
տնօրեն	director		frequency top-1000
քայլել	to walk		frequency top-1000
բնություն	nature		frequency top-1000
տասներկու	12		frequency top-1000
շնորհակալություն	gratefulness, thankfulness		frequency top-1000
պար	dance		frequency top-1000
պատ	wall		frequency top-1000
ինչքան	how much		frequency top-1000
արյուն	blood		frequency top-1000
աստիճան	degree		frequency top-1000
կաթ	milk		frequency top-1000
ուրախություն	joy		frequency top-1000
անուշ	sweet		frequency top-1000
ձի	horse		frequency top-1000
տար	distant, far off, remote		frequency top-1000
կառուցվել	to be built	строиться	frequency top-1000
մեռնել	to die		frequency top-1000
եկեղեցի	church		frequency top-1000
աղբյուր	spring, fountain, source of water		frequency top-1000
մշակույթ	culture		frequency top-1000
հաղորդում	announcement, communication, statement		frequency top-1000
անկում	fall, tumble, collapse, drop		frequency top-1000
ոլորտ	sphere, realm		frequency top-1000
միջնակարգ	secondary (school)	средний (о школе)	frequency top-1000
հանրույթ	community	сообщество	frequency top-1000
երանգավորել	to tint, shade, give a tone	оттенять, придавать оттенок	frequency top-1000
միլիոն	1000000		frequency top-1000
շենք	building		frequency top-1000
կարողանալ	to be able		frequency top-1000
արագիլ	stork		frequency top-1000
գյուղացի	peasant		frequency top-1000
դասախոս	professor, lecturer		frequency top-1000
աշուն	autumn		frequency top-1000
թափել	to pour		frequency top-1000
սիրուն	pretty		frequency top-1000
բացել	to open		frequency top-1000
քեռի	uncle		frequency top-1000
խաղ	game, play		frequency top-1000
